"","cause.x","effect.x","causemeantp0","effectmeantp0","causesdtp0","effectsdtp0","causehabtp0","effecthabtp0","cause_effect","effect.y","cause.y","min","X1st","median","mean","X3rd","max","strength","ratio","effect_cause","match_type","rmatch_type","reversed_cause_effect","match_reversed"
"15","Jul.orn","Tro.moo",23.275,72.425,16.4970665613073,25.720277842739,"Sponge_feeder","Filamentous_algae_feeder","J_ornatus_T_moorii","T_moorii","J_ornatus",-0.343108893100779,-0.0286095244549657,0.126422979075684,0.109758958164604,0.176898030786642,0.950643617496666,"positive",0.710526315789474,"T_moorii_J_ornatus","No Match","No Match","T_moorii_J_ornatus",FALSE
"16","Jul.orn","Tel.vit",23.275,159.55,16.4970665613073,47.1908020155601,"Sponge_feeder","Filamentous_algae_feeder","J_ornatus_T_vittatus","T_vittatus","J_ornatus",-0.532270593335131,0.0201515390163626,0.192039481791423,0.268238698735947,0.51000980710907,1.10612494988943,"positive",0.842105263157895,"T_vittatus_J_ornatus","No Match","No Match","T_vittatus_J_ornatus",FALSE
"17","Lep.att","Lam.cal",3.775,11.55,6.14144182519933,10.652915816086,"Fry_feeder","Shrimp_feeder","L_attenuatus_L_callipterus","L_callipterus","L_attenuatus",-1.29328213216419,0.0609296867927924,0.621308703080359,0.583600187319336,0.945948837153284,2.40288217673534,"positive",0.763157894736842,"L_callipterus_L_attenuatus","No Match","No Match","L_callipterus_L_attenuatus",FALSE
"18","Lep.att","Lob.lab",3.775,9.95,6.14144182519933,3.29685164501389,"Fry_feeder","Zoobenthos_feeder","L_attenuatus_L_labiatus","L_labiatus","L_attenuatus",-6.15878730308981,-1.42271542349909,0.316369056984816,0.145024387012198,2.0020629630281,10.2657321124249,"positive",0.657894736842105,"L_labiatus_L_attenuatus","No Match","No Match","L_labiatus_L_attenuatus",FALSE
"19","Lep.att","Lam.tan",3.775,36.625,6.14144182519933,35.7962091532552,"Fry_feeder","Unicellular_algae_feeder","L_attenuatus_L_tanganicanus","L_tanganicanus","L_attenuatus",-0.0233981556177143,0.998019711572578,1.48754562315923,1.30396641187903,1.68159239041583,1.97816055959034,"positive",0.973684210526316,"L_tanganicanus_L_attenuatus","No Match","No Match","L_tanganicanus_L_attenuatus",FALSE
"20","Lep.att","Xen.pap",3.775,5.575,6.14144182519933,3.29636551993641,"Fry_feeder","Filamentous_algae_feeder","L_attenuatus_X_papilio","X_papilio","L_attenuatus",-1.03979636335474,0.847603943211874,1.59101128313174,1.54138209034654,1.79978450222962,4.25160674547729,"positive",0.947368421052632,"X_papilio_L_attenuatus","No Match","No Match","X_papilio_L_attenuatus",FALSE
"21","Lam.cal","Alt.com",11.55,3.375,10.652915816086,3.375,"Shrimp_feeder","Shrimp_feeder","L_callipterus_A_compressiceps","A_compressiceps","L_callipterus",0.119071439975513,0.511016826624425,0.61593918019024,0.61382971444931,0.684267551855623,1.04970071298034,"positive",1,"A_compressiceps_L_callipterus","No Match","No Match","A_compressiceps_L_callipterus",FALSE
"22","Lam.cal","Lim.dar",11.55,9.75,10.652915816086,6.99358680579975,"Shrimp_feeder","Unicellular_algae_feeder","L_callipterus_L_dardennii","L_dardennii","L_callipterus",-5.66651021853533,-0.693583793109846,0.219850858685934,0.166786453679429,0.712441656200678,8.2980052739593,"positive",0.552631578947368,"L_dardennii_L_callipterus","No Match","No Match","L_dardennii_L_callipterus",FALSE
"23","Lam.cal","Lam.tan",11.55,36.625,10.652915816086,35.7962091532552,"Shrimp_feeder","Unicellular_algae_feeder","L_callipterus_L_tanganicanus","L_tanganicanus","L_callipterus",-0.297113508063696,-0.106189847446172,0.074113029731701,0.103512880123563,0.264023234059334,0.788009136286501,"positive",0.578947368421053,"L_tanganicanus_L_callipterus","No Match","No Match","L_tanganicanus_L_callipterus",FALSE
"24","Lam.cal","Tro.moo",11.55,72.425,10.652915816086,25.720277842739,"Shrimp_feeder","Filamentous_algae_feeder","L_callipterus_T_moorii","T_moorii","L_callipterus",-0.208448124607181,0.193507499403741,0.322009608040173,0.362487938390315,0.484263150723526,0.923599903190071,"positive",0.921052631578947,"T_moorii_L_callipterus","No Match","No Match","T_moorii_L_callipterus",FALSE
"25","Lim.dar","Aul.dew",9.75,32.8,6.99358680579975,32.8,"Unicellular_algae_feeder","Detritus_feeder","L_dardennii_A_dewindti","A_dewindti","L_dardennii",0.124440680430569,0.23008576966593,0.273924074737947,0.263352916435333,0.317277009367757,0.382140713240232,"positive",1,"A_dewindti_L_dardennii","No Match","No Match","A_dewindti_L_dardennii",FALSE
"26","Lim.dar","Tel.vit",9.75,159.55,6.99358680579975,47.1908020155601,"Unicellular_algae_feeder","Filamentous_algae_feeder","L_dardennii_T_vittatus","T_vittatus","L_dardennii",-0.294099618648183,-0.0988731124491509,0.117983727210824,0.0891902176551235,0.234731199343335,0.45237342814378,"positive",0.657894736842105,"T_vittatus_L_dardennii","No Match","No Match","T_vittatus_L_dardennii",FALSE
"27","Lam.tan","Int.loo",36.625,19.7,35.7962091532552,15.8214395273612,"Unicellular_algae_feeder","Unicellular_algae_feeder","L_tanganicanus_I_loocki","I_loocki","L_tanganicanus",-0.287578680697578,0.161706991114981,0.261678836166705,0.256030728722033,0.402210516059225,0.751916223659232,"positive",0.842105263157895,"I_loocki_L_tanganicanus","No Match","No Match","I_loocki_L_tanganicanus",FALSE
"28","Lam.tan","Per.mic",36.625,30.975,35.7962091532552,18.5810594216468,"Unicellular_algae_feeder","Scale_feeder","L_tanganicanus_P_microlepis","P_microlepis","L_tanganicanus",-1.66464293001362,-0.239503634002815,0.0905688391348179,0.0645202559769775,0.508800151604331,0.825516939913907,"positive",0.552631578947368,"P_microlepis_L_tanganicanus","No Match","No Match","P_microlepis_L_tanganicanus",FALSE
"29","Lam.tan","Pet.pol",36.625,7.825,35.7962091532552,4.38463225367875,"Unicellular_algae_feeder","Unicellular_algae_feeder","L_tanganicanus_P_polyodon","P_polyodon","L_tanganicanus",-2.55381449913518,-0.216437637289088,0.0160844234899143,0.241895910022561,0.813662001924851,2.78122042078144,"positive",0.5,"P_polyodon_L_tanganicanus","No Match","No Match","P_polyodon_L_tanganicanus",FALSE
"30","Neo.fas","Tel.vit",64.1,159.55,16.6576385804508,47.1908020155601,"Shrimp_feeder","Filamentous_algae_feeder","N_fasciatus_T_vittatus","T_vittatus","N_fasciatus",-0.561235523495479,-0.109874944531861,0.0662898293727678,0.0373204123866845,0.252944738533183,0.410097582192716,"positive",0.631578947368421,"T_vittatus_N_fasciatus","No Match","No Match","T_vittatus_N_fasciatus",FALSE
"31","Neo.sex","Alt.com",3.825,3.375,4.01208111480748,3.375,"Zoobenthos_feeder","Shrimp_feeder","N_sexfasciatus_A_compressiceps","A_compressiceps","N_sexfasciatus",-0.12980035080125,0.261009732669546,0.377457478165507,0.33712998593915,0.430439278392084,0.739328520578452,"positive",0.921052631578947,"A_compressiceps_N_sexfasciatus","No Match","No Match","A_compressiceps_N_sexfasciatus",FALSE
"32","Oph.ven","Tro.moo",77.95,72.425,37.3925469058015,25.720277842739,"Detritus_feeder","Filamentous_algae_feeder","O_ventralis_T_moorii","T_moorii","O_ventralis",-0.186210883107366,-0.0477800955672167,-0.00552254801101082,0.0149745133328846,0.0744644608127518,0.274113731624702,"positive",0.552631578947368,"T_moorii_O_ventralis","No Match","No Match","T_moorii_O_ventralis",FALSE
"33","Par.spp","Alt.com",54.325,3.375,88.0132238024637,3.375,"Zooplankton_feeder","Shrimp_feeder","Paracyprichromisspp_A_compressiceps","A_compressiceps","Paracyprichromisspp",-0.269655076815123,0.00505457119409395,0.0662001941339744,0.073948806226424,0.144695037103034,0.274414531048776,"positive",0.789473684210526,"A_compressiceps_Paracyprichromisspp","No Match","No Match","A_compressiceps_Paracyprichromisspp",FALSE
"34","Par.spp","Neo.fas",54.325,64.1,88.0132238024637,16.6576385804508,"Zooplankton_feeder","Shrimp_feeder","Paracyprichromisspp_N_fasciatus","N_fasciatus","Paracyprichromisspp",-0.832746419524304,-0.163890337723932,0.00624928477892328,0.0247798268675086,0.304222144314326,0.5346246751567,"positive",0.5,"N_fasciatus_Paracyprichromisspp","No Match","No Match","N_fasciatus_Paracyprichromisspp",FALSE
"35","Par.spp","Tro.moo",54.325,72.425,88.0132238024637,25.720277842739,"Zooplankton_feeder","Filamentous_algae_feeder","Paracyprichromisspp_T_moorii","T_moorii","Paracyprichromisspp",-0.0831100621303756,0.236014115219438,0.394804897618966,0.383055371315532,0.51203099904002,0.81960126079486,"positive",0.973684210526316,"T_moorii_Paracyprichromisspp","No Match","No Match","T_moorii_Paracyprichromisspp",FALSE
"36","Per.mic","Alt.com",30.975,3.375,18.5810594216468,3.375,"Scale_feeder","Shrimp_feeder","P_microlepis_A_compressiceps","A_compressiceps","P_microlepis",-0.167799091364403,0.0342239112209124,0.16486381337859,0.162997505332301,0.282092846456863,0.413896724475183,"positive",0.842105263157895,"A_compressiceps_P_microlepis","No Match","No Match","A_compressiceps_P_microlepis",FALSE
"37","Per.mic","Tro.moo",30.975,72.425,18.5810594216468,25.720277842739,"Scale_feeder","Filamentous_algae_feeder","P_microlepis_T_moorii","T_moorii","P_microlepis",-0.337896142538957,-0.0403098107515116,0.0613132893514579,0.0720204466916965,0.206572544875283,0.407128120632332,"positive",0.631578947368421,"T_moorii_P_microlepis","Predator-Prey","Prey-Predator","T_moorii_P_microlepis",FALSE
"38","Pet.pol","Jul.orn",7.825,23.275,4.38463225367875,16.4970665613073,"Unicellular_algae_feeder","Sponge_feeder","P_polyodon_J_ornatus","J_ornatus","P_polyodon",-0.927397187110243,-0.193707728982462,0.37244408244052,0.675813983404409,0.705648780410286,7.45715894892927,"positive",0.684210526315789,"J_ornatus_P_polyodon","No Match","No Match","J_ornatus_P_polyodon",FALSE
"39","Pet.tre","Lep.att",24.675,3.775,8.13472297922418,6.14144182519933,"Unicellular_algae_feeder","Fry_feeder","P_trewavasae_L_attenuatus","L_attenuatus","P_trewavasae",-0.435344987376664,-0.0412510416370729,0.274191932924144,0.294553228002279,0.594964535112149,1.35096190080273,"positive",0.710526315789474,"L_attenuatus_P_trewavasae","No Match","No Match","L_attenuatus_P_trewavasae",FALSE
"40","Pet.tre","Oph.ven",24.675,77.95,8.13472297922418,37.3925469058015,"Unicellular_algae_feeder","Detritus_feeder","P_trewavasae_O_ventralis","O_ventralis","P_trewavasae",-0.178790535208829,0.000487883461799635,0.0750199941259936,0.0938639157855643,0.189865420361461,0.445027602880888,"positive",0.736842105263158,"O_ventralis_P_trewavasae","No Match","No Match","O_ventralis_P_trewavasae",FALSE
"41","Pet.tre","Tro.moo",24.675,72.425,8.13472297922418,25.720277842739,"Unicellular_algae_feeder","Filamentous_algae_feeder","P_trewavasae_T_moorii","T_moorii","P_trewavasae",-0.13076554986767,0.0496912601772347,0.142358446621594,0.142881555979306,0.240360141848218,0.394253654585396,"positive",0.894736842105263,"T_moorii_P_trewavasae","No Match","No Match","T_moorii_P_trewavasae",FALSE
"42","Tro.moo","Lep.elo",72.425,12.325,25.720277842739,10.4375738904186,"Filamentous_algae_feeder","Fish_feeder","T_moorii_L_elongatus","L_elongatus","T_moorii",-1.02380728727553,-0.0330807848659406,0.792194066383248,0.831539872681233,1.65989821743338,3.07069170128502,"positive",0.736842105263158,"L_elongatus_T_moorii","No Match","No Match","L_elongatus_T_moorii",FALSE
"43","Tro.moo","Var.moo",72.425,129.15,25.720277842739,30.6406383410777,"Filamentous_algae_feeder","Microfilamentous_algae_feeder","T_moorii_V_moorii","V_moorii","T_moorii",-1.98499520807762,-0.625760334496766,0.221381904125152,0.00423038098339614,0.598195915311752,1.23102132185822,"positive",0.605263157894737,"V_moorii_T_moorii","No Match","No Match","V_moorii_T_moorii",FALSE
"44","Tel.vit","Pet.pol",159.55,7.825,47.1908020155601,4.38463225367875,"Filamentous_algae_feeder","Unicellular_algae_feeder","T_vittatus_P_polyodon","P_polyodon","T_vittatus",-1.40379498236496,-0.258175090623823,-0.0799517617234213,0.00206856665597753,0.449301033608582,1.08003632103336,"positive",0.526315789473684,"P_polyodon_T_vittatus","No Match","No Match","P_polyodon_T_vittatus",FALSE
"45","Tel.vit","Tro.moo",159.55,72.425,47.1908020155601,25.720277842739,"Filamentous_algae_feeder","Filamentous_algae_feeder","T_vittatus_T_moorii","T_moorii","T_vittatus",-0.478264162092884,0.02589617235716,0.482393648560352,0.379513159355054,0.758404790893882,1.00290802271997,"positive",0.763157894736842,"T_moorii_T_vittatus","No Match","No Match","T_moorii_T_vittatus",FALSE
"46","Var.moo","Aul.dew",129.15,32.8,30.6406383410777,32.8,"Microfilamentous_algae_feeder","Detritus_feeder","V_moorii_A_dewindti","A_dewindti","V_moorii",0.210930586465841,0.40307933477066,0.473154378654713,0.50993985814446,0.629920885845539,0.902802372278108,"positive",1,"A_dewindti_V_moorii","No Match","No Match","A_dewindti_V_moorii",FALSE
"47","Var.moo","Xen.pap",129.15,5.575,30.6406383410777,3.29636551993641,"Microfilamentous_algae_feeder","Filamentous_algae_feeder","V_moorii_X_papilio","X_papilio","V_moorii",-0.500055060807416,-0.0772810107604011,0.109651345512209,0.158103506767036,0.387057396269276,1.08718792291388,"positive",0.605263157894737,"X_papilio_V_moorii","No Match","No Match","X_papilio_V_moorii",FALSE
"48","Xen.pap","Aul.dew",5.575,32.8,3.29636551993641,32.8,"Filamentous_algae_feeder","Detritus_feeder","X_papilio_A_dewindti","A_dewindti","X_papilio",-0.0138248868016832,0.150612392422275,0.208541083020765,0.21917818397224,0.280529120155104,0.430894358387697,"positive",0.973684210526316,"A_dewindti_X_papilio","No Match","No Match","A_dewindti_X_papilio",FALSE
"49","Xen.pap","Lep.elo",5.575,12.325,3.29636551993641,10.4375738904186,"Filamentous_algae_feeder","Fish_feeder","X_papilio_L_elongatus","L_elongatus","X_papilio",-2.41850060169025,-0.583327388147301,0.118380886573658,0.12814537442608,0.440295313549092,2.6837770656824,"positive",0.578947368421053,"L_elongatus_X_papilio","No Match","No Match","L_elongatus_X_papilio",FALSE
"50","Xen.pap","Syn.mul",5.575,5.275,3.29636551993641,4.65192267942886,"Filamentous_algae_feeder","Microfilamentous_algae_feeder","X_papilio_S_multipunctatus","S_multipunctatus","X_papilio",-0.865476100829577,-0.0772451310931704,0.171057604782109,0.219655273202154,0.507173472817676,1.30923504324874,"positive",0.684210526315789,"S_multipunctatus_X_papilio","No Match","No Match","S_multipunctatus_X_papilio",FALSE
