"","cause.x","effect.x","causemeantp0","effectmeantp0","causesdtp0","effectsdtp0","causehabtp0","effecthabtp0","cause_effect","effect.y","cause.y","min","X1st","median","mean","X3rd","max","strength","ratio","effect_cause","match_type","rmatch_type","match_reversed"
"12","Gna.pfe","Per.mic",7.5,30.975,4.58537250674806,18.5810594216468,"Shrimp_feeder","Scale_feeder","G_pfefferi_P_microlepis","P_microlepis","G_pfefferi",-1.33744027334622,-0.156142559330395,0.0428226245534541,0.032017055854784,0.323608695306977,1.41212184399964,"positive",0.552631578947368,"P_microlepis_G_pfefferi","Aggressor-Victim","Prey-Predator",FALSE
"13","Hap.mic","Par.spp",4.75,54.325,8.86002257333467,88.0132238024637,"Fry_feeder","Zooplankton_feeder","H_microlepis_Paracyprichromisspp","Paracyprichromisspp","H_microlepis",-0.362661087574958,-0.289867465264619,-0.281178657138501,-0.280465819799647,-0.277596074383827,-0.0714862633526051,"negative",1,"Paracyprichromisspp_H_microlepis","No Match","No Match",FALSE
"14","Jul.orn","Aul.dew",23.275,32.8,16.4970665613073,32.8,"Sponge_feeder","Detritus_feeder","J_ornatus_A_dewindti","A_dewindti","J_ornatus",-0.445788684852124,-0.0383979366525469,0.097404105179715,0.13198919997132,0.275910713954411,0.817005546220117,"positive",0.736842105263158,"A_dewindti_J_ornatus","No Match","No Match",FALSE
"15","Jul.orn","Lam.cal",23.275,11.55,16.4970665613073,10.652915816086,"Sponge_feeder","Shrimp_feeder","J_ornatus_L_callipterus","L_callipterus","J_ornatus",-1.14185434674291,-0.154103562130027,0.246515667189164,0.240757808991223,0.461455476918743,1.60855503651613,"positive",0.631578947368421,"L_callipterus_J_ornatus","No Match","No Match",FALSE
"16","Jul.orn","Neo.fas",23.275,64.1,16.4970665613073,16.6576385804508,"Sponge_feeder","Shrimp_feeder","J_ornatus_N_fasciatus","N_fasciatus","J_ornatus",-0.85392521021053,0.00507760315416087,0.416614042917403,0.379350886993733,0.698889606535417,1.60784851674702,"positive",0.736842105263158,"N_fasciatus_J_ornatus","No Match","No Match",FALSE
"17","Jul.orn","Neo.sex",23.275,3.825,16.4970665613073,4.01208111480748,"Sponge_feeder","Zoobenthos_feeder","J_ornatus_N_sexfasciatus","N_sexfasciatus","J_ornatus",-0.858761359054761,0.0383576634780356,0.177905385706786,0.120696660169729,0.284522503531013,0.698113775867107,"positive",0.815789473684211,"N_sexfasciatus_J_ornatus","No Match","No Match",FALSE
"18","Jul.orn","Tro.moo",23.275,72.425,16.4970665613073,25.720277842739,"Sponge_feeder","Filamentous_algae_feeder","J_ornatus_T_moorii","T_moorii","J_ornatus",-0.343108893100779,-0.0286095244549657,0.126422979075684,0.109758958164604,0.176898030786642,0.950643617496666,"positive",0.710526315789474,"T_moorii_J_ornatus","No Match","No Match",FALSE
"19","Jul.orn","Tel.vit",23.275,159.55,16.4970665613073,47.1908020155601,"Sponge_feeder","Filamentous_algae_feeder","J_ornatus_T_vittatus","T_vittatus","J_ornatus",-0.532270593335131,0.0201515390163626,0.192039481791423,0.268238698735947,0.51000980710907,1.10612494988943,"positive",0.842105263157895,"T_vittatus_J_ornatus","No Match","No Match",FALSE
"20","Lep.att","Lam.cal",3.775,11.55,6.14144182519933,10.652915816086,"Fry_feeder","Shrimp_feeder","L_attenuatus_L_callipterus","L_callipterus","L_attenuatus",-1.29328213216419,0.0609296867927924,0.621308703080359,0.583600187319336,0.945948837153284,2.40288217673534,"positive",0.763157894736842,"L_callipterus_L_attenuatus","No Match","No Match",FALSE
"21","Lep.att","Lob.lab",3.775,9.95,6.14144182519933,3.29685164501389,"Fry_feeder","Zoobenthos_feeder","L_attenuatus_L_labiatus","L_labiatus","L_attenuatus",-6.15878730308981,-1.42271542349909,0.316369056984816,0.145024387012198,2.0020629630281,10.2657321124249,"positive",0.657894736842105,"L_labiatus_L_attenuatus","No Match","No Match",FALSE
"22","Lep.att","Lam.tan",3.775,36.625,6.14144182519933,35.7962091532552,"Fry_feeder","Unicellular_algae_feeder","L_attenuatus_L_tanganicanus","L_tanganicanus","L_attenuatus",-0.0233981556177143,0.998019711572578,1.48754562315923,1.30396641187903,1.68159239041583,1.97816055959034,"positive",0.973684210526316,"L_tanganicanus_L_attenuatus","No Match","No Match",FALSE
"23","Lep.att","Xen.pap",3.775,5.575,6.14144182519933,3.29636551993641,"Fry_feeder","Filamentous_algae_feeder","L_attenuatus_X_papilio","X_papilio","L_attenuatus",-1.03979636335474,0.847603943211874,1.59101128313174,1.54138209034654,1.79978450222962,4.25160674547729,"positive",0.947368421052632,"X_papilio_L_attenuatus","No Match","No Match",FALSE
"24","Lam.cal","Alt.com",11.55,3.375,10.652915816086,3.375,"Shrimp_feeder","Shrimp_feeder","L_callipterus_A_compressiceps","A_compressiceps","L_callipterus",0.119071439975513,0.511016826624425,0.61593918019024,0.61382971444931,0.684267551855623,1.04970071298034,"positive",1,"A_compressiceps_L_callipterus","No Match","No Match",FALSE
"25","Lam.cal","Int.loo",11.55,19.7,10.652915816086,15.8214395273612,"Shrimp_feeder","Unicellular_algae_feeder","L_callipterus_I_loocki","I_loocki","L_callipterus",-0.762854345612183,-0.498227323299461,-0.342408500333923,-0.35542700635265,-0.210032317681959,0.00966819572961961,"negative",0.973684210526316,"I_loocki_L_callipterus","No Match","No Match",FALSE
"26","Lam.cal","Lim.dar",11.55,9.75,10.652915816086,6.99358680579975,"Shrimp_feeder","Unicellular_algae_feeder","L_callipterus_L_dardennii","L_dardennii","L_callipterus",-5.66651021853533,-0.693583793109846,0.219850858685934,0.166786453679429,0.712441656200678,8.2980052739593,"positive",0.552631578947368,"L_dardennii_L_callipterus","No Match","No Match",FALSE
"27","Lam.cal","Lam.tan",11.55,36.625,10.652915816086,35.7962091532552,"Shrimp_feeder","Unicellular_algae_feeder","L_callipterus_L_tanganicanus","L_tanganicanus","L_callipterus",-0.297113508063696,-0.106189847446172,0.074113029731701,0.103512880123563,0.264023234059334,0.788009136286501,"positive",0.578947368421053,"L_tanganicanus_L_callipterus","No Match","No Match",FALSE
"28","Lam.cal","Neo.fas",11.55,64.1,10.652915816086,16.6576385804508,"Shrimp_feeder","Shrimp_feeder","L_callipterus_N_fasciatus","N_fasciatus","L_callipterus",-1.25498333266098,-0.304972082427252,0.0445005961964021,-0.0750890078596974,0.244941869034217,0.709616446235158,"negative",0.552631578947368,"N_fasciatus_L_callipterus","No Match","No Match",FALSE
"29","Lam.cal","Oph.ven",11.55,77.95,10.652915816086,37.3925469058015,"Shrimp_feeder","Detritus_feeder","L_callipterus_O_ventralis","O_ventralis","L_callipterus",-0.644613051195102,-0.355186440374822,-0.209886010701776,-0.207530566035656,-0.0998266113053421,0.283339759390573,"negative",0.789473684210526,"O_ventralis_L_callipterus","No Match","No Match",FALSE
"30","Lam.cal","Per.mic",11.55,30.975,10.652915816086,18.5810594216468,"Shrimp_feeder","Scale_feeder","L_callipterus_P_microlepis","P_microlepis","L_callipterus",-2.03678050263056,-0.714731919531486,-0.348400213791945,-0.407400030995674,0.0308575006662733,0.653141674015276,"negative",0.736842105263158,"P_microlepis_L_callipterus","No Match","Prey-Predator",FALSE
"31","Lam.cal","Tro.moo",11.55,72.425,10.652915816086,25.720277842739,"Shrimp_feeder","Filamentous_algae_feeder","L_callipterus_T_moorii","T_moorii","L_callipterus",-0.208448124607181,0.193507499403741,0.322009608040173,0.362487938390315,0.484263150723526,0.923599903190071,"positive",0.921052631578947,"T_moorii_L_callipterus","No Match","Victim-Aggressor",FALSE
"32","Lam.cal","Xen.pap",11.55,5.575,10.652915816086,3.29636551993641,"Shrimp_feeder","Filamentous_algae_feeder","L_callipterus_X_papilio","X_papilio","L_callipterus",-2.85907321769449,-0.975909245689178,-0.352587374903116,-0.488084155109407,-0.0229952532508101,0.943806561543218,"negative",0.763157894736842,"X_papilio_L_callipterus","No Match","No Match",FALSE
"33","Lim.dar","Aul.dew",9.75,32.8,6.99358680579975,32.8,"Unicellular_algae_feeder","Detritus_feeder","L_dardennii_A_dewindti","A_dewindti","L_dardennii",0.124440680430569,0.23008576966593,0.273924074737947,0.263352916435333,0.317277009367757,0.382140713240232,"positive",1,"A_dewindti_L_dardennii","No Match","No Match",FALSE
"34","Lim.dar","Lam.tan",9.75,36.625,6.99358680579975,35.7962091532552,"Unicellular_algae_feeder","Unicellular_algae_feeder","L_dardennii_L_tanganicanus","L_tanganicanus","L_dardennii",-0.389438570574203,-0.171412492793395,-0.0350764351374764,-0.0387500372666881,0.121987964064489,0.331172450845125,"negative",0.657894736842105,"L_tanganicanus_L_dardennii","No Match","No Match",FALSE
"35","Lim.dar","Tel.vit",9.75,159.55,6.99358680579975,47.1908020155601,"Unicellular_algae_feeder","Filamentous_algae_feeder","L_dardennii_T_vittatus","T_vittatus","L_dardennii",-0.294099618648183,-0.0988731124491509,0.117983727210824,0.0891902176551235,0.234731199343335,0.45237342814378,"positive",0.657894736842105,"T_vittatus_L_dardennii","No Match","No Match",FALSE
"36","Lim.dar","Var.moo",9.75,129.15,6.99358680579975,30.6406383410777,"Unicellular_algae_feeder","Microfilamentous_algae_feeder","L_dardennii_V_moorii","V_moorii","L_dardennii",-2.47276631368035,-1.15321369611758,-0.701555482114032,-0.640573277969189,0.134345136371637,0.737153200422787,"negative",0.710526315789474,"V_moorii_L_dardennii","No Match","No Match",FALSE
"37","Lep.elo","Tel.tem",12.325,6.825,10.4375738904186,5.41549296948709,"Fish_feeder","Filamentous_algae_feeder","L_elongatus_T_temporalis","T_temporalis","L_elongatus",-4.79022697364682,-1.69255960194583,-0.365358918015345,-0.361401657557099,0.467018311349899,5.83306542831018,"negative",0.578947368421053,"T_temporalis_L_elongatus","Predator-Prey","Victim-Aggressor",FALSE
"38","Lob.lab","Alt.com",9.95,3.375,3.29685164501389,3.375,"Zoobenthos_feeder","Shrimp_feeder","L_labiatus_A_compressiceps","A_compressiceps","L_labiatus",-0.213545370261963,-0.118173618910662,-0.0470188594311262,-0.0511810532970624,0.00112056707138107,0.261612773746949,"negative",0.736842105263158,"A_compressiceps_L_labiatus","No Match","No Match",FALSE
"39","Lob.lab","Tro.moo",9.95,72.425,3.29685164501389,25.720277842739,"Zoobenthos_feeder","Filamentous_algae_feeder","L_labiatus_T_moorii","T_moorii","L_labiatus",-0.520745176953854,-0.360172732721513,-0.320495757549938,-0.300010435270483,-0.258449139473248,-0.0445435223723012,"negative",1,"T_moorii_L_labiatus","No Match","No Match",FALSE
"40","Lam.lem","Par.spp",3.125,54.325,2.31148193113178,88.0132238024637,"Fish_feeder","Zooplankton_feeder","L_lemairii_Paracyprichromisspp","Paracyprichromisspp","L_lemairii",-0.138261536137001,-0.0960287375562055,-0.0880948471067025,-0.0880131108390975,-0.0839128342249971,-0.021490294280788,"negative",1,"Paracyprichromisspp_L_lemairii","No Match","No Match",FALSE
"41","Lam.tan","Int.loo",36.625,19.7,35.7962091532552,15.8214395273612,"Unicellular_algae_feeder","Unicellular_algae_feeder","L_tanganicanus_I_loocki","I_loocki","L_tanganicanus",-0.287578680697578,0.161706991114981,0.261678836166705,0.256030728722033,0.402210516059225,0.751916223659232,"positive",0.842105263157895,"I_loocki_L_tanganicanus","No Match","No Match",FALSE
"42","Lam.tan","Per.mic",36.625,30.975,35.7962091532552,18.5810594216468,"Unicellular_algae_feeder","Scale_feeder","L_tanganicanus_P_microlepis","P_microlepis","L_tanganicanus",-1.66464293001362,-0.239503634002815,0.0905688391348179,0.0645202559769775,0.508800151604331,0.825516939913907,"positive",0.552631578947368,"P_microlepis_L_tanganicanus","No Match","Prey-Predator",FALSE
"43","Lam.tan","Pet.pol",36.625,7.825,35.7962091532552,4.38463225367875,"Unicellular_algae_feeder","Unicellular_algae_feeder","L_tanganicanus_P_polyodon","P_polyodon","L_tanganicanus",-2.55381449913518,-0.216437637289088,0.0160844234899143,0.241895910022561,0.813662001924851,2.78122042078144,"positive",0.5,"P_polyodon_L_tanganicanus","No Match","No Match",FALSE
"44","Lam.tan","Tro.moo",36.625,72.425,35.7962091532552,25.720277842739,"Unicellular_algae_feeder","Filamentous_algae_feeder","L_tanganicanus_T_moorii","T_moorii","L_tanganicanus",-0.589971366439558,-0.423853999913572,-0.277919036820647,-0.303002509196455,-0.222462955799328,0.0979386820356067,"negative",0.921052631578947,"T_moorii_L_tanganicanus","No Match","No Match",FALSE
"45","Neo.fas","Tel.vit",64.1,159.55,16.6576385804508,47.1908020155601,"Shrimp_feeder","Filamentous_algae_feeder","N_fasciatus_T_vittatus","T_vittatus","N_fasciatus",-0.561235523495479,-0.109874944531861,0.0662898293727678,0.0373204123866845,0.252944738533183,0.410097582192716,"positive",0.631578947368421,"T_vittatus_N_fasciatus","No Match","No Match",FALSE
"46","Neo.fas","Xen.pap",64.1,5.575,16.6576385804508,3.29636551993641,"Shrimp_feeder","Filamentous_algae_feeder","N_fasciatus_X_papilio","X_papilio","N_fasciatus",-1.64728748821273,-0.602611368180874,0.145648711912464,-0.0450757365917429,0.658011424759284,1.42928114926835,"negative",0.526315789473684,"X_papilio_N_fasciatus","No Match","No Match",FALSE
"47","Neo.sex","Alt.com",3.825,3.375,4.01208111480748,3.375,"Zoobenthos_feeder","Shrimp_feeder","N_sexfasciatus_A_compressiceps","A_compressiceps","N_sexfasciatus",-0.12980035080125,0.261009732669546,0.377457478165507,0.33712998593915,0.430439278392084,0.739328520578452,"positive",0.921052631578947,"A_compressiceps_N_sexfasciatus","No Match","No Match",FALSE
"48","Neo.sex","Oph.ven",3.825,77.95,4.01208111480748,37.3925469058015,"Zoobenthos_feeder","Detritus_feeder","N_sexfasciatus_O_ventralis","O_ventralis","N_sexfasciatus",-0.636225623341597,-0.324709045715565,-0.200627290849535,-0.21195035078207,-0.0871103842946256,0.194839416131528,"negative",0.842105263157895,"O_ventralis_N_sexfasciatus","No Match","No Match",FALSE
"49","Oph.ven","Tro.moo",77.95,72.425,37.3925469058015,25.720277842739,"Detritus_feeder","Filamentous_algae_feeder","O_ventralis_T_moorii","T_moorii","O_ventralis",-0.186210883107366,-0.0477800955672167,-0.00552254801101082,0.0149745133328846,0.0744644608127518,0.274113731624702,"positive",0.552631578947368,"T_moorii_O_ventralis","No Match","No Match",FALSE
"50","Par.spp","Alt.com",54.325,3.375,88.0132238024637,3.375,"Zooplankton_feeder","Shrimp_feeder","Paracyprichromisspp_A_compressiceps","A_compressiceps","Paracyprichromisspp",-0.269655076815123,0.00505457119409395,0.0662001941339744,0.073948806226424,0.144695037103034,0.274414531048776,"positive",0.789473684210526,"A_compressiceps_Paracyprichromisspp","No Match","No Match",FALSE
"51","Par.spp","Neo.fas",54.325,64.1,88.0132238024637,16.6576385804508,"Zooplankton_feeder","Shrimp_feeder","Paracyprichromisspp_N_fasciatus","N_fasciatus","Paracyprichromisspp",-0.832746419524304,-0.163890337723932,0.00624928477892328,0.0247798268675086,0.304222144314326,0.5346246751567,"positive",0.5,"N_fasciatus_Paracyprichromisspp","No Match","No Match",FALSE
"52","Par.spp","Tro.moo",54.325,72.425,88.0132238024637,25.720277842739,"Zooplankton_feeder","Filamentous_algae_feeder","Paracyprichromisspp_T_moorii","T_moorii","Paracyprichromisspp",-0.0831100621303756,0.236014115219438,0.394804897618966,0.383055371315532,0.51203099904002,0.81960126079486,"positive",0.973684210526316,"T_moorii_Paracyprichromisspp","No Match","No Match",FALSE
"53","Per.mic","Alt.com",30.975,3.375,18.5810594216468,3.375,"Scale_feeder","Shrimp_feeder","P_microlepis_A_compressiceps","A_compressiceps","P_microlepis",-0.167799091364403,0.0342239112209124,0.16486381337859,0.162997505332301,0.282092846456863,0.413896724475183,"positive",0.842105263157895,"A_compressiceps_P_microlepis","No Match","No Match",FALSE
"54","Per.mic","Neo.sex",30.975,3.825,18.5810594216468,4.01208111480748,"Scale_feeder","Zoobenthos_feeder","P_microlepis_N_sexfasciatus","N_sexfasciatus","P_microlepis",-1.11995371552949,-0.507319719027247,-0.358887809207078,-0.445366829793228,-0.276588162851035,0.0768053855779184,"negative",0.973684210526316,"N_sexfasciatus_P_microlepis","No Match","No Match",FALSE
"55","Per.mic","Pet.tre",30.975,24.675,18.5810594216468,8.13472297922418,"Scale_feeder","Unicellular_algae_feeder","P_microlepis_P_trewavasae","P_trewavasae","P_microlepis",-3.02876882017924,-1.1987199282338,-0.21550929468027,-0.430345381638452,0.424160654153566,1.44054107467448,"negative",0.578947368421053,"P_trewavasae_P_microlepis","Predator-Prey","Victim-Aggressor",FALSE
"56","Per.mic","Tro.moo",30.975,72.425,18.5810594216468,25.720277842739,"Scale_feeder","Filamentous_algae_feeder","P_microlepis_T_moorii","T_moorii","P_microlepis",-0.337896142538957,-0.0403098107515116,0.0613132893514579,0.0720204466916965,0.206572544875283,0.407128120632332,"positive",0.631578947368421,"T_moorii_P_microlepis","Predator-Prey","Victim-Aggressor",FALSE
"57","Pet.pol","Int.loo",7.825,19.7,4.38463225367875,15.8214395273612,"Unicellular_algae_feeder","Unicellular_algae_feeder","P_polyodon_I_loocki","I_loocki","P_polyodon",-0.515654644742331,-0.277634257785406,-0.151784101345098,-0.134052188548006,-0.0262845472449748,0.305038742947454,"negative",0.789473684210526,"I_loocki_P_polyodon","No Match","No Match",FALSE
"58","Pet.pol","Jul.orn",7.825,23.275,4.38463225367875,16.4970665613073,"Unicellular_algae_feeder","Sponge_feeder","P_polyodon_J_ornatus","J_ornatus","P_polyodon",-0.927397187110243,-0.193707728982462,0.37244408244052,0.675813983404409,0.705648780410286,7.45715894892927,"positive",0.684210526315789,"J_ornatus_P_polyodon","No Match","No Match",FALSE
"59","Pet.tre","Lep.att",24.675,3.775,8.13472297922418,6.14144182519933,"Unicellular_algae_feeder","Fry_feeder","P_trewavasae_L_attenuatus","L_attenuatus","P_trewavasae",-0.435344987376664,-0.0412510416370729,0.274191932924144,0.294553228002279,0.594964535112149,1.35096190080273,"positive",0.710526315789474,"L_attenuatus_P_trewavasae","No Match","No Match",FALSE
"60","Pet.tre","Oph.ven",24.675,77.95,8.13472297922418,37.3925469058015,"Unicellular_algae_feeder","Detritus_feeder","P_trewavasae_O_ventralis","O_ventralis","P_trewavasae",-0.178790535208829,0.000487883461799635,0.0750199941259936,0.0938639157855643,0.189865420361461,0.445027602880888,"positive",0.736842105263158,"O_ventralis_P_trewavasae","No Match","No Match",FALSE
"61","Pet.tre","Tro.moo",24.675,72.425,8.13472297922418,25.720277842739,"Unicellular_algae_feeder","Filamentous_algae_feeder","P_trewavasae_T_moorii","T_moorii","P_trewavasae",-0.13076554986767,0.0496912601772347,0.142358446621594,0.142881555979306,0.240360141848218,0.394253654585396,"positive",0.894736842105263,"T_moorii_P_trewavasae","No Match","No Match",FALSE
"62","Tro.moo","Aul.dew",72.425,32.8,25.720277842739,32.8,"Filamentous_algae_feeder","Detritus_feeder","T_moorii_A_dewindti","A_dewindti","T_moorii",-0.545179976644438,-0.447901844555113,-0.376314846451635,-0.371608518217264,-0.311083619489964,0.0250547968220453,"negative",0.973684210526316,"A_dewindti_T_moorii","No Match","No Match",FALSE
"63","Tro.moo","Lep.elo",72.425,12.325,25.720277842739,10.4375738904186,"Filamentous_algae_feeder","Fish_feeder","T_moorii_L_elongatus","L_elongatus","T_moorii",-1.02380728727553,-0.0330807848659406,0.792194066383248,0.831539872681233,1.65989821743338,3.07069170128502,"positive",0.736842105263158,"L_elongatus_T_moorii","No Match","No Match",FALSE
"64","Tro.moo","Var.moo",72.425,129.15,25.720277842739,30.6406383410777,"Filamentous_algae_feeder","Microfilamentous_algae_feeder","T_moorii_V_moorii","V_moorii","T_moorii",-1.98499520807762,-0.625760334496766,0.221381904125152,0.00423038098339614,0.598195915311752,1.23102132185822,"positive",0.605263157894737,"V_moorii_T_moorii","No Match","No Match",FALSE
"65","Tel.tem","Lam.cal",6.825,11.55,5.41549296948709,10.652915816086,"Filamentous_algae_feeder","Shrimp_feeder","T_temporalis_L_callipterus","L_callipterus","T_temporalis",-2.11548678153379,-0.387428777847302,0.173886730252032,-0.0111982512516259,0.359968057235922,0.969458344895531,"negative",0.605263157894737,"L_callipterus_T_temporalis","Aggressor-Victim","No Match",FALSE
"66","Tel.vit","Int.loo",159.55,19.7,47.1908020155601,15.8214395273612,"Filamentous_algae_feeder","Unicellular_algae_feeder","T_vittatus_I_loocki","I_loocki","T_vittatus",-0.754665518534473,-0.169401816487613,0.00453435059707746,-0.00796765757191204,0.247956327604545,0.442648604222568,"negative",0.5,"I_loocki_T_vittatus","No Match","No Match",FALSE
"67","Tel.vit","Pet.pol",159.55,7.825,47.1908020155601,4.38463225367875,"Filamentous_algae_feeder","Unicellular_algae_feeder","T_vittatus_P_polyodon","P_polyodon","T_vittatus",-1.40379498236496,-0.258175090623823,-0.0799517617234213,0.00206856665597753,0.449301033608582,1.08003632103336,"positive",0.526315789473684,"P_polyodon_T_vittatus","No Match","No Match",FALSE
"68","Tel.vit","Tro.moo",159.55,72.425,47.1908020155601,25.720277842739,"Filamentous_algae_feeder","Filamentous_algae_feeder","T_vittatus_T_moorii","T_moorii","T_vittatus",-0.478264162092884,0.02589617235716,0.482393648560352,0.379513159355054,0.758404790893882,1.00290802271997,"positive",0.763157894736842,"T_moorii_T_vittatus","No Match","No Match",FALSE
"69","Tel.vit","Xen.pap",159.55,5.575,47.1908020155601,3.29636551993641,"Filamentous_algae_feeder","Filamentous_algae_feeder","T_vittatus_X_papilio","X_papilio","T_vittatus",-2.1976435974287,-0.770778940480701,-0.515794711678426,-0.399897766251649,-0.136776235121614,1.23672733147157,"negative",0.815789473684211,"X_papilio_T_vittatus","No Match","No Match",FALSE
"70","Var.moo","Aul.dew",129.15,32.8,30.6406383410777,32.8,"Microfilamentous_algae_feeder","Detritus_feeder","V_moorii_A_dewindti","A_dewindti","V_moorii",0.210930586465841,0.40307933477066,0.473154378654713,0.50993985814446,0.629920885845539,0.902802372278108,"positive",1,"A_dewindti_V_moorii","No Match","No Match",FALSE
"71","Var.moo","Neo.sex",129.15,3.825,30.6406383410777,4.01208111480748,"Microfilamentous_algae_feeder","Zoobenthos_feeder","V_moorii_N_sexfasciatus","N_sexfasciatus","V_moorii",-0.649991842713149,-0.37427292219539,-0.299955270803205,-0.292612280482498,-0.184973996571805,-0.027520536708925,"negative",1,"N_sexfasciatus_V_moorii","No Match","No Match",FALSE
"72","Var.moo","Per.mic",129.15,30.975,30.6406383410777,18.5810594216468,"Microfilamentous_algae_feeder","Scale_feeder","V_moorii_P_microlepis","P_microlepis","V_moorii",-1.21727117492346,-0.556957132920564,-0.310810829367383,-0.312345243840551,-0.0627035213883171,0.644222243378819,"negative",0.763157894736842,"P_microlepis_V_moorii","No Match","No Match",FALSE
"73","Var.moo","Pet.pol",129.15,7.825,30.6406383410777,4.38463225367875,"Microfilamentous_algae_feeder","Unicellular_algae_feeder","V_moorii_P_polyodon","P_polyodon","V_moorii",-0.647773743326423,-0.107939622880736,0.031702088896093,-0.00379174655608525,0.165171217144762,0.4729310835235,"negative",0.552631578947368,"P_polyodon_V_moorii","No Match","No Match",FALSE
"74","Var.moo","Xen.pap",129.15,5.575,30.6406383410777,3.29636551993641,"Microfilamentous_algae_feeder","Filamentous_algae_feeder","V_moorii_X_papilio","X_papilio","V_moorii",-0.500055060807416,-0.0772810107604011,0.109651345512209,0.158103506767036,0.387057396269276,1.08718792291388,"positive",0.605263157894737,"X_papilio_V_moorii","No Match","No Match",FALSE
